         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980121 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980122 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980123 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980124 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980125 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980126 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980127 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980128 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980129 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980130 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980131 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980132 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980135 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980136 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980137 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980138 197 432
     1.000     0.000     0.000     0.000     0.442     0.558     2.000     0.724 10980139 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980140 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980201 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980202 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980203 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980204 197 432
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.724 10980205 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980206 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980207 197 432
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.724 10980208 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980209 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980210 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980211 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980212 197 432
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.724 10980213 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980214 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980215 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980216 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980217 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980218 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980219 197 432
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.724 10980220 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980221 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980222 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980223 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980224 197 432
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.724 10980225 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980226 197 432
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.724 10980227 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980228 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980229 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980230 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980231 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980232 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980233 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980234 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980235 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980236 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980237 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980238 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.724 10980239 197 432
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.724 10980240 197 432
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990201 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990202 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990203 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990204 222 483
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.287 10990205 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990206 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990207 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990208 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990209 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990210 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990211 222 483
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.287 10990212 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990213 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990214 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990215 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990216 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990217 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990218 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990219 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990220 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990221 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990222 222 483
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.287 10990223 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990224 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990225 222 483
         *     0.000         *         *     0.678     0.322     1.000     0.287 10990226 222 483
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.287 10990227 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990228 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990229 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990230 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990231 222 483
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.287 10990232 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990233 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990234 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990235 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990236 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990237 222 483
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.287 10990238 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990239 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.287 10990240 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990401 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990403 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990404 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990405 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990406 222 483
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.295 10990407 222 483
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.295 10990408 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990409 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990410 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990411 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990412 222 483
     0.000     0.000         *     0.000     0.829     0.171     1.000     0.295 10990413 222 483
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.295 10990414 222 483
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.295 10990415 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990416 222 483
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.295 10990417 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990418 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990419 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990420 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990421 222 483
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.295 10990422 222 483
